casenew	weighta	P550tpr	P344pr	P425r	A172	A093r	A094r	A121r	SexHRP	A049r	G018r	G019r	Gorx
439	2.9666428295	440.279495418868	641.969	2	1	4	5	3	1	2	2	1	1
4455	4.59814661	430.015584032236	1184.99	1	1	1	1	3	2	2	2	1	8
2978	3.51677344025	308.001763411928	233.664	2	2	4	5	3	1	2	2	1	6
6610	4.91913417025	115.787979614461	126.922	2	2	4	5	1	2	1	1	1	9
5067	4.90701536175	596.075432223039	905.36	1	1	1	3	1	1	4	3	2	7
7769	10.9330460945	448.371060100167	452.18	1	1	2	3	1	1	2	2	1	7
10485	3.61911696225	630.701216152248	752.92	1	1	1	1	2	1	4	2	3	9
4557	4.81549000175	870.394344395997	715.7745	2	1	2	1	3	2	2	2	1	8
1792	6.41658837425	745.711963661775	734.01	1	1	1	1	2	2	1	1	1	7
11804	6.03644780425	81.67	137.882	2	2	4	5	2	1	1	1	1	4
8685	3.9177664065	193.886437674652	345.627	2	2	4	5	3	1	1	1	1	3
7446	3.49221024025	227.99748523403	276.992	2	2	4	5	1	1	2	2	1	1
1972	10.1669416745	125.791510106771	239.242	2	2	4	5	1	2	1	1	1	9
6198	5.55750713725	317.925126340765	497.07	1	2	1	3	1	2	2	2	1	6
437	5.728765393	1077.87711247118	1184.99	1	1	1	2	3	2	2	2	1	8
11479	6.197314578	232.767763082328	341.61	2	2	2	3	1	1	5	2	3	9
9028	5.59652907525	871.707692464879	1184.99	1	1	1	1	3	1	5	2	3	10
3982	4.85297112775	395.655	371.899	2	1	4	5	3	1	2	2	1	12
7464	5.608878434	592.375186835414	842.91	1	1	1	3	3	1	3	2	2	2
14112	4.6698326255	159.115357334413	227.602	2	2	4	5	3	1	1	1	1	8
8047	4.44120068475	496.40287853135	592.68	1	1	1	3	2	1	3	2	2	11
10264	3.2147804795	794.823551698945	952.1	1	2	1	2	1	1	5	2	3	4
368	4.8718223035	96.99	150.822	2	1	4	5	1	1	1	1	1	8
6567	6.98420601525	668.867089835556	801.04	1	1	1	3	3	1	2	2	1	1
6670	6.8463515345	945.527403692475	1184.99	1	1	1	1	3	1	4	3	2	7
6582	4.831814783	103.720735068587	129.022	2	2	4	5	1	2	1	1	1	1
1089	4.9640701905	274.385559452506	703.012	2	1	4	5	3	1	1	1	1	5
6430	5.23412293125	430.610546765957	677.365	1	1	1	1	3	1	1	1	1	11
339	4.94433553325	443.500009371857	1184.99	1	1	1	1	2	2	2	2	1	3
12175	2.9888296685	761.496122894159	1184.99	1	1	1	1	3	1	4	2	3	5
6602	7.66801122075	608.338042467408	756.05	1	1	1	3	3	1	4	4	1	8
11107	3.444574438	1175	1184.99	1	1	1	1	3	1	4	2	3	6
9972	7.800979644	340.3	458.74	1	1	2	2	2	1	2	2	1	5
12671	2.62716824225	721.61886382554	679.69	1	1	1	2	3	1	4	2	3	6
9085	4.11116794425	1113.47253028404	1163.35923076923	1	1	1	1	3	1	2	2	1	6
348	5.0036221525	144.67582258007	104.642	2	2	4	4	2	1	1	1	1	5
13512	4.13741115625	360.22250945215	746.88	1	1	1	3	3	2	3	2	2	7
7557	3.7555145495	445.990454615417	674.8025	1	1	1	3	2	1	2	2	1	11
5375	5.47792961775	549.199399685033	454.6695	2	2	4	5	3	2	1	1	1	8
12397	4.874152547	480.86	508.93	2	1	4	5	3	1	2	2	1	12
14480	7.15872442875	423.956299430411	956.154615384615	1	1	1	2	3	1	4	3	2	3
1661	5.602130794	909.418736580416	516.96	1	1	1	1	3	1	3	3	1	3
7821	6.0462674525	75.2820960852617	137.2795	2	2	4	5	3	2	1	1	1	8
2243	7.442708554	476.930547895685	720.31	1	1	1	1	2	1	2	2	1	9
14249	4.3175245815	351.762821289229	1064.1	2	1	4	5	3	1	2	2	1	11
2990	4.62095443825	186.18	184.852	2	2	4	4	2	1	1	1	1	8
13466	5.75914157475	88.765	216.3	1	2	3	4	2	1	2	2	1	2
11503	4.0397836175	59.52	49.925	2	1	4	5	1	1	1	1	1	5
6443	3.637450201	629.353347420285	999.299	2	2	2	1	3	1	2	2	1	9
10730	4.98070527325	73.065	143.042	2	2	4	5	1	2	1	1	1	1
4158	9.10757288925	300.360213135654	339.2	1	2	2	3	2	2	2	2	1	8
501	4.2496448675	836.798544859717	703.21	2	1	4	5	3	2	2	2	1	1
2500	9.75900013075	337.773875389441	1184.25	1	1	2	1	2	2	2	2	1	4
6455	6.24926246125	215.76959157996	510.985384615385	1	1	1	1	3	1	4	2	3	7
6745	3.726013246	670.216399518163	1011.019	2	1	4	5	3	1	2	2	1	8
382	4.2490506855	123.085	193.7	2	1	4	4	1	2	3	1	3	7
5411	5.7887285375	488.825768674818	627.82	2	1	4	5	3	1	2	2	1	2
3840	3.93052093725	596.952777018772	825.875	1	1	1	1	3	1	3	3	1	11
8769	6.21413934375	280.96	348.914	2	1	4	5	1	1	4	2	3	3
11436	5.0347772935	407.255	464.53	2	1	4	4	1	2	5	2	3	8
7969	4.3933753925	134.933283821802	145.13	2	1	3	4	3	1	1	1	1	9
5785	5.8552891785	402.3833938	569.858974358974	1	1	1	3	3	1	1	1	1	12
13137	8.48961315725	1001.49982760439	979.835	1	1	1	1	3	1	2	2	1	7
6537	5.521552573	173.352368516932	494.9	2	2	4	5	3	1	1	1	1	2
10426	4.0156588045	344.113273816159	410.754	2	2	4	5	1	1	2	2	1	11
5607	4.6738990835	1004.77269591862	1184.99	2	1	4	5	3	2	2	2	1	6
13057	5.2722265215	280.442943653894	351.4	2	2	1	2	3	1	2	2	1	7
11885	4.3700629405	736.581994570054	1184.99	1	1	1	1	3	2	3	2	2	11
7956	3.75939949425	965.976692390579	285.0045	2	1	4	3	3	1	3	3	1	8
14391	6.9252488045	228.57	501.234	2	1	4	5	1	2	3	2	2	8
9967	4.328148562	291.31504997187	394.06	1	1	1	1	3	2	1	1	1	8
1462	5.078104132	106.525	125.842	2	2	4	5	3	1	1	1	1	5
10917	11.69713292425	774.31816312651	1184.99	1	1	4	4	3	1	2	2	1	7
9536	5.61178965225	684.796434804668	813.355	1	1	1	1	3	2	3	2	2	3
13895	4.95999303825	368.89	218	2	1	2	4	2	2	1	1	1	9
11754	5.09193785425	778.346431993762	763.385	2	1	4	5	3	1	2	2	1	7
6531	4.809410933	1046.07099413664	1184.99	1	1	1	1	3	1	2	2	1	3
5995	6.21745435325	386.984722598641	432.355	1	1	1	1	3	1	1	1	1	6
4805	3.52060614	425.231662983685	681.851538461538	1	1	1	3	3	1	2	2	1	4
12526	4.5873836175	144.26588377291	83.95	2	1	4	5	1	1	1	1	1	5
13570	8.068850003	226.5	235	2	1	4	5	1	1	5	2	3	7
4227	5.23462896975	129.494533164853	449.98	2	2	4	5	2	1	1	1	1	8
1676	4.2779673455	119.785	313.812	2	1	4	5	3	1	1	1	1	10
6962	4.147237875	507.436434804668	825.281794871795	1	1	1	1	3	2	2	2	1	3
8682	6.264186079	296.215	149.304	2	2	4	4	1	2	2	1	2	5
5780	3.72865207125	197.833173220508	286.234	2	2	4	5	3	2	2	2	1	2
10065	5.2446517925	141.5	328.3	1	1	2	4	1	2	2	2	1	11
4601	4.55190039275	514.680790403963	1036.4275	2	1	2	1	3	1	2	2	1	9
29	2.57012515075	287.920266725136	110.01	1	1	2	3	3	2	2	1	2	11
6728	5.6965261445	167.727320906099	271.232	2	2	4	5	3	2	1	1	1	3
12463	3.65966253175	690.067591775624	529.0795	1	1	2	1	3	1	2	2	1	3
9663	5.62851342875	152.046395936776	208.012	2	2	4	5	1	1	1	1	1	1
14932	4.4166178145	487.483007443765	1089.97	1	1	2	1	3	2	5	2	3	9
5497	4.0755539095	243.555	284.84	2	1	4	4	1	2	2	1	2	7
10941	4.61432834675	669.892603335904	1184.99	1	1	1	1	3	1	4	2	3	2
2672	4.4767463845	598.037623065267	1072.35	1	1	1	2	3	1	3	2	2	5
1023	4.62370747575	102.768461538462	222.9	2	2	3	4	1	1	3	2	2	1
8996	3.22904106775	643.689010033768	872.329	2	1	4	5	3	1	2	2	1	2
3312	7.36311957875	244.624678546471	784	1	1	1	1	3	1	1	1	1	7
13437	5.956821641	559.735306208781	843.87	1	1	1	3	2	1	2	2	1	5
12338	4.33326686275	233.079566060187	237.77	1	2	1	3	2	2	1	1	1	6
7791	6.0235477895	302.833547859426	610.71	1	1	1	1	2	2	1	1	1	1
11927	3.70914935525	218.203434761645	92	2	1	4	5	1	2	1	1	1	10
10240	4.71047762675	329.705438247012	459.2	1	1	2	3	3	1	2	2	1	4
10062	6.27257264125	611.997694952969	1012.27	1	1	1	1	2	2	2	2	1	8
13751	4.94722239725	276.743854202171	778.512	2	2	4	5	3	1	4	3	2	11
11617	5.2912985255	532.355544307139	991.9	1	1	1	1	3	1	3	2	2	8
722	3.89002896825	426.223934378011	441.205	2	1	4	5	3	1	2	2	1	6
11076	5.176013215	835.4934435	583.66	1	1	1	3	3	2	2	2	1	12
9878	6.9044637305	58.26	69	2	2	3	4	2	1	1	1	1	4
11605	7.8985960515	1175	1184.99	1	1	1	1	3	1	5	4	2	11
7884	3.96681358025	451.885254340916	631.88	1	1	1	1	3	1	2	2	1	9
6138	3.8544012815	683.142212349567	507.34	1	1	1	1	3	1	3	2	2	5
12042	3.4881167815	282.019429910888	364.08	1	1	1	2	3	2	1	1	1	2
11573	4.92922583725	1147.23338120928	1184.99	1	1	1	1	3	1	4	2	3	8
1560	5.631983052	889.685284231779	1184.99	1	1	1	1	3	1	2	2	1	8
11238	6.17455348875	128.52239648474	228.48	1	2	1	3	1	1	1	1	1	8
10838	4.5013820365	233.203100819672	243.8	2	2	4	4	2	2	3	2	2	11
11495	3.829229331	220.23	137.482	2	2	4	5	3	2	1	1	1	6
12328	5.48750576475	774.582879119441	511.196666666667	1	1	2	2	2	2	3	3	1	5
8287	5.039611864	1175	1184.99	1	1	1	1	3	1	4	3	2	9
3778	4.33944447475	125.565	188.782	2	2	4	5	3	1	1	1	1	10
13080	3.93194862625	424.509103992109	1184.99	2	1	4	5	3	2	2	2	1	8
2716	4.052906297	723.530247271968	860.9825	1	1	1	2	3	1	3	3	1	6
6973	4.1083623505	733.353006885054	634.57	2	1	4	5	3	1	2	2	1	9
5472	3.57412477775	322.743038378404	421.812	1	1	1	1	2	2	2	2	1	2
11100	6.26920732225	56.12	123.13	2	2	4	5	3	2	1	1	1	3
3538	2.866038554	145.21	201.2	2	2	3	4	1	2	3	1	3	3
1164	4.14429250975	1175	964.24	1	1	1	2	3	1	4	2	3	1
8308	5.29174747875	137.975	156.5	2	2	4	5	1	2	2	1	2	10
13746	4.1721630855	378.181049799294	343.9925	2	2	2	3	3	2	1	1	1	4
1400	5.184762712	337.634344677527	821.94	1	1	1	3	3	1	1	1	1	4
12174	6.329547867	225.971716475407	323.684871794872	1	2	1	2	1	1	1	1	1	4
14286	3.7075017485	1175	366.01	1	1	1	1	3	1	4	2	3	4
3981	5.14651591025	165.817730784017	342.759	2	2	4	5	3	1	2	2	1	9
9690	5.576045066	45.775	186	2	1	4	5	1	2	1	1	1	8
9594	2.90592990575	655.643153751525	752.89	1	1	1	1	3	1	5	3	3	3
10909	4.10086212375	169.158044481803	184.967	2	1	4	4	1	2	1	1	1	4
11816	4.225978731	298.893036444389	371.742	2	1	3	3	2	2	3	1	3	8
9350	3.22904106775	392.758073665968	621.229	2	1	4	5	3	1	2	2	1	2
10998	5.63065472675	109.760438247012	305.392	2	2	4	5	2	2	1	1	1	4
11891	3.63114886175	498.855770879946	792.81	1	1	1	1	3	1	3	2	2	5
12068	6.256986488	816.258792961052	1184.99	1	1	1	1	3	1	2	2	1	2
5129	3.22904106775	163.735591856743	386.47	2	1	4	5	3	1	2	2	1	2
1733	4.66782948875	676.923847913754	788.935	1	1	1	2	2	1	2	2	1	6
13477	2.9958887785	797.303016258008	1184.99	1	1	1	3	3	1	3	2	2	3
8555	5.42928529225	256.185	687.11	2	1	4	4	1	2	3	1	3	8
9104	3.28939186225	278.95022975123	306.76	2	2	4	5	3	1	2	2	1	5
2958	6.7423734495	469.362097281028	1053.99230769231	1	1	1	2	3	1	4	2	3	2
10025	7.2780883855	964.038801405838	1184.99	1	1	1	1	3	2	2	2	1	7
6194	7.44304264725	659.2097915465	915.24	1	1	1	1	3	2	2	2	1	7
10166	5.9180558905	658.48460925497	1184.99	1	1	1	1	2	1	2	2	1	7
6586	4.384246625	20.585	135.002	2	2	4	5	1	2	1	1	1	6
2969	5.2492028465	86.77	126	2	1	4	5	1	2	2	1	2	7
12917	4.78545219975	652.242287949087	813.46	1	1	1	3	3	1	2	2	1	2
285	5.311548633	62.7649327372241	369.25	2	1	4	5	3	2	1	1	1	7
7810	6.92962865825	768.864122620602	1184.99	1	1	1	2	3	1	3	3	1	6
14424	5.539690447	429.63030224441	599.09	1	1	1	3	3	1	4	2	3	6
7019	4.40401629075	384.674800435414	818.48	1	1	1	3	3	1	2	2	1	2
8173	5.0387851935	1171.70965259974	1184.99	1	1	1	2	3	2	3	3	1	9
1738	6.3370505625	633.746418154962	1184.99	1	1	1	1	3	1	3	3	1	5
10614	5.65880661775	122.090346180222	170.482	2	2	4	5	1	1	1	1	1	3
2042	4.75375440775	635.47	401.683846153846	1	1	1	1	2	1	3	2	2	5
1270	2.884450785	672.568703709471	577.99	1	1	1	3	3	1	2	2	1	4
7417	6.482775158	733.304294463012	1184.99	1	1	1	2	3	2	2	2	1	5
1554	4.52595925475	149.645981927108	216.017	2	2	4	5	1	1	1	1	1	11
12759	4.103916921	754.723067097122	1184.99	1	1	1	1	3	1	2	2	1	6
8123	2.87112424825	335.551156052752	281.67	2	1	4	5	3	1	2	2	1	4
3360	4.12851577475	513.980562483942	1125.62	2	1	2	1	3	1	3	2	2	8
11991	5.0199851905	340.585	396.502	2	1	4	5	2	2	3	1	3	7
12285	4.9693564255	81.615	85	2	2	4	5	1	1	1	1	1	2
8622	5.34111939725	385.778394574472	722.4975	1	1	1	3	3	1	2	2	1	3
14532	3.866703001	842.074784193642	529.124	2	1	4	5	3	1	2	2	1	5
11246	4.982667319	633.370689320983	845.31	1	1	1	3	3	1	4	2	3	5
11172	4.973591252	505.226329404336	689	1	1	1	1	3	1	3	3	1	10
4885	5.6060927945	175.656486415912	702.124	2	2	4	5	3	2	2	2	1	5
9679	4.08695167725	993.178123961899	266.91	2	2	4	5	3	1	2	2	1	8
10768	3.254288841	1175	540.87	2	1	2	3	3	1	3	2	2	4
2588	4.20310179925	174.4	306.94	1	1	1	3	1	2	1	1	1	9
11080	5.043498746	749.777244066295	399.124	2	1	4	5	3	1	2	2	1	4
12002	4.84376677925	60.444243417044	111.08	2	2	4	5	3	2	1	1	1	1
1564	4.38931629825	694.294921052632	1184.99	1	1	1	1	3	1	4	2	3	6
6776	5.17461981825	193.620686237885	131.29	2	2	4	5	2	1	1	1	1	8
5123	3.3399685485	282.881434804668	484.659	2	2	4	5	3	2	2	2	1	3
1151	4.14769537175	354.839653127	199.142	2	1	4	5	3	2	1	1	1	3
9633	5.01939447425	1175	1184.99	2	1	4	5	3	1	2	2	1	3
7783	7.0503533965	602.368853737542	1184.99	1	1	1	1	3	1	3	3	1	4
4240	5.4102712025	374.885246721252	508.44	1	1	1	1	2	1	4	2	3	2
2119	3.3501989805	497.667710284671	811.754	2	1	4	5	3	1	2	2	1	11
7738	8.3419128025	761.649578793617	549.27	1	1	1	3	3	1	3	2	2	11
658	8.81140829725	1047.12879611867	1184.99	1	1	1	1	3	2	4	2	3	7
960	4.73641577425	337.103898658174	445.952	2	1	4	5	3	1	2	2	1	6
12734	5.946408198	429.086980675709	736.73	1	2	1	1	2	2	1	1	1	11
14632	4.65563952575	603.558335456476	829.51	1	1	1	1	3	1	2	2	1	8
354	6.77162616325	178.790070945812	358.732	2	2	4	5	3	2	1	1	1	9
7822	4.8917505825	246.342581714676	1184.99	1	1	1	2	3	1	1	1	1	6
11501	4.11452196775	311.344092848157	641.4	1	1	1	3	3	1	2	2	1	5
7012	9.2145166975	661.897273399258	1184.99	1	1	1	1	3	1	3	2	2	7
9651	5.03408024725	139.43	89	2	2	4	5	1	1	1	1	1	5
7765	3.87391939025	341.849714497666	1184.99	2	1	4	5	3	1	1	1	1	8
8557	6.097048238	55.44	146	2	2	4	4	1	1	1	1	1	3
10175	6.19290491425	412.120611964963	708.66	1	1	1	1	3	1	3	2	2	5
6516	3.44310192625	837.56	1184.99	1	1	1	1	3	1	2	2	1	12
12721	4.1893349795	129.195561090426	98.55	2	2	4	4	3	1	1	1	1	11
2935	6.08783029725	417.65651345369	1047.854	2	1	4	5	3	1	2	2	1	7
14687	6.469959625	74.6192307692308	65.5	2	1	3	4	1	1	1	1	1	1
3109	4.43033548	539.365	479.27	2	1	4	5	1	1	5	2	3	4
13775	6.64873920925	589.748641801337	1184.99	1	1	1	1	3	1	3	3	1	9
777	5.74379729875	508.616451391186	950.6	1	1	1	1	3	1	2	2	1	3
1330	4.94433553325	1127.13387851437	1184.99	1	1	1	1	3	1	2	2	1	3
9078	4.330448187	319.710398303922	586.976153846154	1	1	2	2	3	2	2	2	1	3
3058	5.69175933925	332.870350147163	359.362	2	2	4	5	3	2	1	1	1	7
13341	4.046293595	150.10496106702	235.6	2	1	4	5	3	1	1	1	1	3
14803	3.62027512525	865.875384615385	218.062	2	1	4	5	1	1	2	2	1	3
3350	3.994864389	319.71617052648	172.57	2	1	1	3	1	2	3	2	2	3
13786	5.20423021475	92.6726729863667	165.672	2	2	4	5	1	2	1	1	1	8
11549	3.337360193	308.193073803191	324.004	2	1	4	5	2	1	2	2	1	11
7294	5.620543762	1175	1184.99	1	1	1	1	3	1	5	2	3	7
11673	3.75328779275	308.164312051337	431.51	1	1	2	1	3	2	2	1	2	11
635	5.9152029645	193.351977148091	240	1	1	1	3	3	2	2	2	1	10
9965	4.2999901775	547.993776802279	1111.535	1	1	1	3	3	1	2	2	1	11
3857	3.87676937075	603.6728728	894.225	1	1	1	3	3	2	5	2	3	12
13567	2.5042552795	239.3343638	262.22	2	1	2	2	3	2	4	1	3	7
4730	6.70951847025	232.315	185.3	2	2	4	5	2	2	3	2	2	3
7546	4.22066680475	185.228107745816	234.42	2	1	4	5	3	2	1	1	1	2
8412	3.3399685485	222.978791492745	336.564	2	1	4	5	3	1	2	2	1	3
6369	9.08474391025	410.344434185033	408.382	2	1	4	5	2	2	1	1	1	9
9171	4.59611826175	524.357415470838	578.4225	2	1	4	5	3	1	2	2	1	9
14833	5.84936597325	202.899290837678	330.15	1	1	1	3	3	1	1	1	1	1
7537	4.76102442125	619.392009006928	409.66	1	1	1	2	3	1	4	3	2	10
2878	3.48696261025	270.795256410256	231.34	2	1	4	5	3	1	2	2	1	8
8849	6.0333056405	436.049198564704	622.6	1	1	1	2	3	1	5	2	3	2
8198	3.2747792105	517.680954237	314.442	2	1	4	5	1	2	2	2	1	9
1800	5.47087260125	339.285	176.92	2	1	4	4	2	2	1	1	1	11
7254	6.12875386525	252.948130611635	473.83	1	1	1	3	2	1	3	2	2	3
11836	2.5701251505	987.512594016155	1095	1	1	1	1	3	2	2	2	1	3
14488	3.57984766275	653.829226162322	1097.88	1	1	1	2	3	1	3	2	2	11
5647	7.162938957	513.208080512207	1184.99	1	1	1	1	3	1	2	2	1	6
13957	6.14442698575	346.951329082167	1013.89	1	1	1	3	3	1	4	2	3	2
974	5.33394248125	263.85618367541	96.002	2	2	4	5	3	2	1	1	1	2
4619	5.182498715	73.74	129.29	2	2	4	4	2	2	2	1	2	2
10957	4.4331576795	152.27412058404	331.76	2	2	4	5	3	1	1	1	1	5
279	4.56415423525	499.065	203.92	2	1	4	4	2	2	2	1	2	9
11042	5.09193785425	1175	1184.99	2	1	1	2	3	1	2	2	1	7
7165	4.23459902875	91.885	205.104	2	1	4	5	1	1	2	2	1	1
442	4.197436973	238.83536415401	232.5	1	2	2	3	2	2	1	1	1	3
8463	4.4186615945	682.177259874277	208.0725	2	1	3	3	3	1	2	2	1	8
10197	4.859168517	410.424612172954	573.482	1	1	1	3	3	1	2	2	1	2
1127	3.29721444875	567.703191822771	958.57	1	1	2	1	3	2	4	2	3	5
6124	7.023554974	121.63	165.322	2	2	4	5	3	2	1	1	1	2
4612	4.08909792625	177.094759632697	154.372	2	1	1	1	3	2	1	1	1	8
5390	6.044693048	1108.73111815073	658.272	1	1	4	5	3	1	4	3	2	4
13944	4.52823830825	221.04	124.812	2	2	4	5	1	1	1	1	1	2
4533	4.38326734925	205.758393864462	213.59	1	2	2	3	3	2	1	1	1	11
4965	6.025887598	283.549533890605	384.31	1	1	1	3	1	1	3	2	2	2
5154	4.91982901375	765.023036444038	607.93	1	1	1	1	3	1	1	1	1	3
9593	7.50759935925	752.485	727.15	1	1	1	1	2	1	4	2	3	1
13262	3.9797784565	440.311558436872	362.26	1	1	1	2	3	2	2	2	1	6
4610	4.3282157045	110.092068289511	274.7075	1	1	1	3	3	1	1	1	1	2
2369	4.83647455525	120.735	145.972	2	2	4	4	3	1	1	1	1	7
14921	4.49206894375	264.69324388543	225.002	1	2	2	3	3	2	1	1	1	6
10776	3.61165718625	365.553046282858	471.3025	1	1	1	1	3	2	2	1	2	8
13455	4.62983603475	643.289589590312	892.5225	1	1	1	1	3	1	2	2	1	8
6006	3.24103070425	515.425135110563	878.66	1	1	1	4	2	1	4	2	3	1
12220	5.12267986725	65.84	215.132	2	2	4	5	3	1	1	1	1	8
8746	4.49217521425	169.065	179.612	2	1	4	5	3	2	1	1	1	12
7308	3.4630108765	658.974218377152	885.039	2	1	4	5	3	1	2	2	1	2
13214	5.9069899325	91.6294566294338	192.272	2	2	4	5	3	1	1	1	1	8
11341	3.92070743575	267.286036272816	376.47	1	1	2	3	3	2	3	3	1	8
14741	4.2459294705	633.633505968606	680.932	2	1	4	5	3	1	2	2	1	4
8545	5.12267986725	80.1061538461538	159.47	2	2	4	5	1	1	1	1	1	8
6511	6.81712036975	445.454427779728	1184.99	1	1	1	2	3	2	3	3	1	7
7234	4.76749495	462.613016630979	333.85	1	1	2	2	3	2	1	1	1	11
2442	3.54583411925	651.900779765232	448.214	2	1	4	5	3	1	2	2	1	5
8108	3.71277899275	92.1716129132682	0	2	2	4	5	2	2	3	1	3	8
9592	6.81911718575	98.005	121	2	1	4	4	2	1	3	2	2	5
5465	7.62203797925	175.734769955686	305.612	2	2	4	5	1	2	1	1	1	3
1273	3.62225746325	364.512692307692	250.36	2	1	4	5	1	2	4	1	3	8
6318	3.347262468	604.906687410753	1184.99	1	1	1	1	3	2	1	1	1	6
85	5.09636471775	291.761326462766	531.777	2	1	4	5	3	2	1	1	1	11
3082	5.69763487825	265.44147536692	440.04	1	2	1	1	3	1	1	1	1	1
13990	4.50426519375	181.26478736294	617.73	1	2	1	3	1	1	1	1	1	6
1828	3.93053350325	254.586266730203	388.684	2	2	4	5	3	1	2	2	1	2
13952	4.88047234725	535.161444320825	361.03	1	1	2	3	2	2	2	1	2	8
5908	6.55982670175	185.230179528978	378.81	1	1	1	3	2	1	1	1	1	11
8063	5.25683197275	135.822567151976	354.16	1	2	1	3	3	1	1	1	1	8
1316	7.69959809	336.509572011072	710.38	1	1	1	2	3	1	4	3	2	9
1604	5.73806330575	303.609861092024	334.262	2	1	4	5	3	2	1	1	1	5
11423	3.93194862625	435.89344579939	365.18	2	2	4	5	3	1	2	2	1	8
7669	3.766875609	679.091346680198	925.082	1	1	1	4	3	1	4	2	3	8
6633	4.1123906155	137.709198009139	344.362	2	2	4	5	3	1	1	1	1	8
7612	4.0576574885	289.311821163455	210.492	2	1	4	5	3	2	1	1	1	8
3710	3.7148478675	109.969495322004	244.81	1	2	1	3	3	2	2	1	2	11
12587	5.02546348525	324.151411780028	624.844	2	1	4	5	3	1	2	2	1	10
4005	3.98784620025	1175	1184.99	1	1	1	1	3	1	3	3	1	9
9923	3.637450201	420.292890092578	381.984	2	1	4	5	3	1	2	2	1	9
11748	3.3501989805	113.358115691489	211.184	2	2	4	5	3	1	2	2	1	11
4590	3.26855233575	630.148490548657	812.214	1	1	2	3	3	1	2	2	1	9
6092	6.0243142105	453.649902833392	759.28	1	1	1	1	3	1	2	2	1	8
4437	4.153152328	386.960368472345	407.05	2	1	4	5	3	1	2	2	1	2
865	2.62716824225	1056.98259452458	1184.99	1	1	1	1	3	1	4	2	3	6
2062	7.73110686075	395.985353802426	797.175	1	1	1	3	3	1	4	2	3	8
13791	3.3423261165	709.015035600651	373.064	2	1	4	5	3	1	2	2	1	6
3014	3.41635026925	472.113347648903	1151.00153846154	1	1	1	3	3	1	4	2	3	10
13577	5.7334300865	303.763473908434	205.24	1	1	2	3	2	2	2	2	1	3
2133	4.2999901775	1156.64380223654	1184.99	1	1	1	1	3	1	2	2	1	11
8796	4.3289128875	86.9566079604232	224.372	2	2	4	5	3	1	2	2	1	5
8576	4.60725366525	1114.48583790465	1057.495	1	1	1	1	3	2	5	3	3	7
11584	8.540752828	630.579565458198	847.685	1	1	1	3	1	1	5	3	3	4
13579	5.69255060125	857.697467760769	1184.99	1	1	1	1	2	1	2	2	1	11
5449	5.184762712	683.862850201687	597.45	1	1	1	1	3	1	1	1	1	4
13955	4.49217521425	124.3	107.522	2	2	4	5	2	2	1	1	1	12
8267	5.10212742425	231.46	159.62	2	1	4	4	2	2	1	1	1	3
8608	6.44251314	209.062254556304	781.77	1	1	1	1	3	2	1	1	1	7
11123	6.248396237	180.32273432242	649.93	1	1	2	2	3	2	1	1	1	7
13131	4.07284326825	359.868702494681	676.312	1	1	1	1	3	2	3	2	2	11
8083	4.12592723375	190.371037621938	361.05	1	1	1	3	2	1	2	2	1	2
14427	5.18514776375	545.639165721657	1126.43	1	1	3	1	3	2	2	2	1	6
10645	8.5845465425	574.555100174846	676.54	1	1	1	3	2	1	2	2	1	11
12604	4.7346915175	205.911435487708	179.422	2	2	4	5	1	2	1	1	1	11
8206	3.97121278475	140.575557050166	84	1	1	2	3	1	2	1	1	1	2
13579	3.76284732525	732.141092071817	194.92	2	2	4	5	3	1	2	2	1	8
2246	3.870662957	1175	1184.99	1	1	1	1	3	1	4	2	3	10
13164	12.2944404905	657.995	947.303333333333	1	1	2	4	2	1	3	3	1	7
7678	3.24328434825	638.768539684921	1140.43	1	1	1	1	3	1	2	2	1	4
3317	7.4752216195	697.525415962772	1184.99	1	1	1	1	3	1	3	3	1	6
8181	5.8468089555	103.448846153846	51.48	2	1	4	5	1	2	1	1	1	3
4619	5.2543758305	79.165	28	2	2	4	5	2	2	1	1	1	1
8223	4.8207100605	132.387958804305	117.27	2	2	4	5	3	1	1	1	1	9
9137	4.6372365925	996.646004538822	799.73	1	1	1	1	3	2	3	3	1	11
14214	4.57698865275	1136.67333601535	769.98	1	1	4	5	3	1	5	4	2	7
9616	4.7742973825	116.4455661	173.132	2	2	4	5	3	2	1	1	1	5
8063	4.691337527	556.001714528529	883.510769230769	1	2	1	1	2	2	3	2	2	8
11628	6.415018585	867.6148152	1184.99	1	1	1	1	3	2	4	2	3	12
13384	5.18691365325	379.314714833195	1184.99	1	1	1	1	3	1	2	2	1	7
10031	4.00080094625	217.255	309.244	2	2	4	5	3	2	2	2	1	12
7061	4.62983603475	284.695554707165	297.662	2	1	1	2	3	1	2	2	1	8
1779	5.080023741	221.189558353559	305.7795	2	1	4	5	3	2	1	1	1	2
9108	4.448903902	375.570155985961	430	1	1	1	1	2	2	1	1	1	11
11634	4.3289128875	274.44735556613	606.112	2	1	4	5	3	1	2	2	1	5
12075	5.64283381575	1065.60582261669	1184.31	1	1	4	5	3	1	4	4	1	7
288	4.36147585175	349.901980579364	496.494	2	1	4	5	3	1	2	2	1	2
12365	4.330448187	422.619041283191	149.88	2	1	4	5	3	2	2	2	1	3
2309	5.72866834125	239.0390728	174.81	2	1	4	5	3	2	2	2	1	7
